country,city,date,co,no2,o3,pm10,pm25,so2,year,month,day_of_week,quarter,season,covid_period,aqi_pm25,aqi_bucket
Indonesia,Depok,2025-11-06,,,,,24.799999999999997,,2025,11,Thursday,4,Transition (Oct-Nov),Post-COVID,77.70815450643777,Moderate
Indonesia,Depok,2025-11-07,,,,,22.75,,2025,11,Friday,4,Transition (Oct-Nov),Post-COVID,73.3969957081545,Moderate
Indonesia,Depok,2025-11-08,,,,,14.25,,2025,11,Saturday,4,Transition (Oct-Nov),Post-COVID,55.521459227467815,Moderate
Indonesia,Depok,2025-11-09,,,,,24.549999999999997,,2025,11,Sunday,4,Transition (Oct-Nov),Post-COVID,77.1824034334764,Moderate
Indonesia,Depok,2025-11-10,,,,,12.75,,2025,11,Monday,4,Transition (Oct-Nov),Post-COVID,52.366952789699575,Moderate
Indonesia,Depok,2025-11-11,,,,,22.35,,2025,11,Tuesday,4,Transition (Oct-Nov),Post-COVID,72.55579399141632,Moderate
Indonesia,Depok,2025-11-12,,,,,22.9,,2025,11,Wednesday,4,Transition (Oct-Nov),Post-COVID,73.71244635193133,Moderate
Indonesia,Depok,2025-11-13,,,,,25.1,,2025,11,Thursday,4,Transition (Oct-Nov),Post-COVID,78.33905579399142,Moderate
Indonesia,Depok,2025-11-14,,,,,32.7,,2025,11,Friday,4,Transition (Oct-Nov),Post-COVID,94.32188841201717,Moderate
Indonesia,Depok,2025-11-15,,,,,18.15,,2025,11,Saturday,4,Transition (Oct-Nov),Post-COVID,63.723175965665234,Moderate
Indonesia,Depok,2025-11-16,,,,,25.0,,2025,11,Sunday,4,Transition (Oct-Nov),Post-COVID,78.12875536480686,Moderate
Indonesia,Depok,2025-11-17,,,,,39.150000000000006,,2025,11,Monday,4,Transition (Oct-Nov),Post-COVID,109.98743718592966,Unhealthy for Sensitive
Indonesia,Depok,2025-11-18,,,,,41.349999999999994,,2025,11,Tuesday,4,Transition (Oct-Nov),Post-COVID,115.40452261306531,Unhealthy for Sensitive
Indonesia,Depok,2025-11-19,,,,,25.05,,2025,11,Wednesday,4,Transition (Oct-Nov),Post-COVID,78.23390557939915,Moderate
Indonesia,Depok,2025-11-20,,,,,17.9,,2025,11,Thursday,4,Transition (Oct-Nov),Post-COVID,63.197424892703864,Moderate
Indonesia,Depok,2025-11-21,,,,,37.3,,2025,11,Friday,4,Transition (Oct-Nov),Post-COVID,105.4321608040201,Unhealthy for Sensitive
Indonesia,Depok,2025-11-22,,,,,7.6,,2025,11,Saturday,4,Transition (Oct-Nov),Post-COVID,31.666666666666668,Good
Indonesia,Depok,2025-11-23,,,,,23.4,,2025,11,Sunday,4,Transition (Oct-Nov),Post-COVID,74.76394849785407,Moderate
Indonesia,Depok,2025-11-24,,,,,19.9,,2025,11,Monday,4,Transition (Oct-Nov),Post-COVID,67.40343347639485,Moderate
Indonesia,Depok,2025-11-25,,,,,25.5,,2025,11,Tuesday,4,Transition (Oct-Nov),Post-COVID,79.18025751072962,Moderate
Indonesia,Depok,2025-11-26,,,,,26.6,,2025,11,Wednesday,4,Transition (Oct-Nov),Post-COVID,81.49356223175967,Moderate
Indonesia,Depok,2025-11-27,,,,,23.5,,2025,11,Thursday,4,Transition (Oct-Nov),Post-COVID,74.97424892703863,Moderate
Indonesia,Depok,2025-11-28,,,,,33.8,,2025,11,Friday,4,Transition (Oct-Nov),Post-COVID,96.63519313304721,Moderate
Indonesia,Depok,2025-11-29,,,,,31.9,,2025,11,Saturday,4,Transition (Oct-Nov),Post-COVID,92.63948497854076,Moderate
Indonesia,Depok,2025-11-30,,,,,31.6,,2025,11,Sunday,4,Transition (Oct-Nov),Post-COVID,92.00858369098714,Moderate
Indonesia,Depok,2025-12-01,,,,,59.8,,2025,12,Monday,4,Dry (Dec-Mar),Post-COVID,153.22023182297156,Unhealthy
Indonesia,Depok,2025-12-02,,,,,51.7,,2025,12,Tuesday,4,Dry (Dec-Mar),Post-COVID,140.8894472361809,Unhealthy for Sensitive
Indonesia,Depok,2025-12-03,,,,,43.0,,2025,12,Wednesday,4,Dry (Dec-Mar),Post-COVID,119.46733668341709,Unhealthy for Sensitive
Indonesia,Depok,2025-12-04,,,,,40.6,,2025,12,Thursday,4,Dry (Dec-Mar),Post-COVID,113.55778894472363,Unhealthy for Sensitive
Indonesia,Depok,2025-12-05,,,,,42.2,,2025,12,Friday,4,Dry (Dec-Mar),Post-COVID,117.49748743718594,Unhealthy for Sensitive
Indonesia,Depok,2025-12-06,,,,,38.8,,2025,12,Saturday,4,Dry (Dec-Mar),Post-COVID,109.12562814070351,Unhealthy for Sensitive
Indonesia,Depok,2025-12-07,,,,,34.9,,2025,12,Sunday,4,Dry (Dec-Mar),Post-COVID,98.94849785407726,Moderate
Indonesia,Depok,2025-12-08,,,,,43.6,,2025,12,Monday,4,Dry (Dec-Mar),Post-COVID,120.94472361809045,Unhealthy for Sensitive
Indonesia,Depok,2025-12-09,,,,,43.8,,2025,12,Tuesday,4,Dry (Dec-Mar),Post-COVID,121.43718592964824,Unhealthy for Sensitive
Indonesia,Depok,2025-12-10,,,,,41.9,,2025,12,Wednesday,4,Dry (Dec-Mar),Post-COVID,116.75879396984925,Unhealthy for Sensitive
Indonesia,Depok,2025-12-11,,,,,39.4,,2025,12,Thursday,4,Dry (Dec-Mar),Post-COVID,110.60301507537689,Unhealthy for Sensitive
Indonesia,Depok,2025-12-12,,,,,31.8,,2025,12,Friday,4,Dry (Dec-Mar),Post-COVID,92.42918454935624,Moderate
Indonesia,Depok,2025-12-13,,,,,24.4,,2025,12,Saturday,4,Dry (Dec-Mar),Post-COVID,76.86695278969957,Moderate
Indonesia,Depok,2025-12-14,,,,,12.5,,2025,12,Sunday,4,Dry (Dec-Mar),Post-COVID,51.8412017167382,Moderate
Indonesia,Depok,2025-12-15,,,,,15.1,,2025,12,Monday,4,Dry (Dec-Mar),Post-COVID,57.30901287553648,Moderate
Indonesia,Depok,2025-12-16,,,,,14.9,,2025,12,Tuesday,4,Dry (Dec-Mar),Post-COVID,56.88841201716738,Moderate
Indonesia,Depok,2025-12-17,,,,,7.89,,2025,12,Wednesday,4,Dry (Dec-Mar),Post-COVID,32.875,Good
Indonesia,Depok,2025-12-18,,,,,18.5,,2025,12,Thursday,4,Dry (Dec-Mar),Post-COVID,64.45922746781116,Moderate
Indonesia,Depok,2025-12-19,,,,,18.3,,2025,12,Friday,4,Dry (Dec-Mar),Post-COVID,64.03862660944206,Moderate
Indonesia,Jakarta,2021-05-26,,,,,26.4,,2021,5,Wednesday,2,Transition (Apr-May),COVID Era,81.07296137339056,Moderate
Indonesia,Jakarta,2021-05-27,,,,,36.0,,2021,5,Thursday,2,Transition (Apr-May),COVID Era,102.23115577889448,Unhealthy for Sensitive
Indonesia,Jakarta,2021-05-28,,,,,31.0,,2021,5,Friday,2,Transition (Apr-May),COVID Era,90.74678111587983,Moderate
Indonesia,Jakarta,2021-05-29,,,,,37.3,,2021,5,Saturday,2,Transition (Apr-May),COVID Era,105.4321608040201,Unhealthy for Sensitive
Indonesia,Jakarta,2021-05-30,,,,,32.8,,2021,5,Sunday,2,Transition (Apr-May),COVID Era,94.53218884120172,Moderate
Indonesia,Jakarta,2021-05-31,,,,,48.6,,2021,5,Monday,2,Transition (Apr-May),COVID Era,133.25628140703517,Unhealthy for Sensitive
Indonesia,Jakarta,2021-06-01,,,,,34.4,,2021,6,Tuesday,2,Wet (Jun-Sep),COVID Era,97.8969957081545,Moderate
Indonesia,Jakarta,2021-06-02,,,,,44.0,,2021,6,Wednesday,2,Wet (Jun-Sep),COVID Era,121.92964824120602,Unhealthy for Sensitive
Indonesia,Jakarta,2021-06-03,,,,,49.7,,2021,6,Thursday,2,Wet (Jun-Sep),COVID Era,135.96482412060303,Unhealthy for Sensitive
Indonesia,Jakarta,2021-06-04,,,,,35.8,,2021,6,Friday,2,Wet (Jun-Sep),COVID Era,101.73869346733667,Unhealthy for Sensitive
Indonesia,Jakarta,2021-06-05,,,,,45.0,,2021,6,Saturday,2,Wet (Jun-Sep),COVID Era,124.39195979899498,Unhealthy for Sensitive
Indonesia,Jakarta,2021-06-06,,,,,38.3,,2021,6,Sunday,2,Wet (Jun-Sep),COVID Era,107.89447236180904,Unhealthy for Sensitive
Indonesia,Jakarta,2021-06-07,,,,,358.0,,2021,6,Monday,2,Wet (Jun-Sep),COVID Era,386.6042416966787,Hazardous
Indonesia,Jakarta,2021-06-09,,,,,38.7,,2021,6,Wednesday,2,Wet (Jun-Sep),COVID Era,108.87939698492463,Unhealthy for Sensitive
Indonesia,Jakarta,2021-06-10,,,,,42.1,,2021,6,Thursday,2,Wet (Jun-Sep),COVID Era,117.25125628140704,Unhealthy for Sensitive
Indonesia,Jakarta,2021-06-11,,,,,38.8,,2021,6,Friday,2,Wet (Jun-Sep),COVID Era,109.12562814070351,Unhealthy for Sensitive
Indonesia,Jakarta,2021-06-12,,,,,36.3,,2021,6,Saturday,2,Wet (Jun-Sep),COVID Era,102.96984924623115,Unhealthy for Sensitive
Indonesia,Jakarta,2021-06-13,,,,,46.8,,2021,6,Sunday,2,Wet (Jun-Sep),COVID Era,128.82412060301507,Unhealthy for Sensitive
Indonesia,Jakarta,2021-06-14,,,,,71.9,,2021,6,Monday,2,Wet (Jun-Sep),COVID Era,159.46786090621708,Unhealthy
Indonesia,Jakarta,2021-06-15,,,,,64.2,,2021,6,Tuesday,2,Wet (Jun-Sep),COVID Era,155.49209694415174,Unhealthy
Indonesia,Jakarta,2021-06-16,,,,,49.8,,2021,6,Wednesday,2,Wet (Jun-Sep),COVID Era,136.2110552763819,Unhealthy for Sensitive
Indonesia,Jakarta,2021-06-17,,,,,41.9,,2021,6,Thursday,2,Wet (Jun-Sep),COVID Era,116.75879396984925,Unhealthy for Sensitive
Indonesia,Jakarta,2021-06-18,,,,,60.3,,2021,6,Friday,2,Wet (Jun-Sep),COVID Era,153.47839831401475,Unhealthy
Indonesia,Jakarta,2021-06-19,,,,,55.5,,2021,6,Saturday,2,Wet (Jun-Sep),COVID Era,151.0,Unhealthy
Indonesia,Jakarta,2021-06-20,,,,,27.8,,2021,6,Sunday,2,Wet (Jun-Sep),COVID Era,84.01716738197425,Moderate
Indonesia,Jakarta,2021-06-21,,,,,25.6,,2021,6,Monday,2,Wet (Jun-Sep),COVID Era,79.39055793991417,Moderate
Indonesia,Jakarta,2021-06-22,,,,,57.1,,2021,6,Tuesday,2,Wet (Jun-Sep),COVID Era,151.82613277133825,Unhealthy
Indonesia,Jakarta,2021-06-23,,,,,44.5,,2021,6,Wednesday,2,Wet (Jun-Sep),COVID Era,123.1608040201005,Unhealthy for Sensitive
Indonesia,Jakarta,2021-06-24,,,,,43.5,,2021,6,Thursday,2,Wet (Jun-Sep),COVID Era,120.69849246231156,Unhealthy for Sensitive
Indonesia,Jakarta,2021-06-25,,,,,37.8,,2021,6,Friday,2,Wet (Jun-Sep),COVID Era,106.66331658291456,Unhealthy for Sensitive
Indonesia,Jakarta,2021-06-26,,,,,49.0,,2021,6,Saturday,2,Wet (Jun-Sep),COVID Era,134.24120603015075,Unhealthy for Sensitive
Indonesia,Jakarta,2021-06-27,,,,,55.4,,2021,6,Sunday,2,Wet (Jun-Sep),COVID Era,150.0,Unhealthy for Sensitive
Indonesia,Jakarta,2021-06-28,,,,,50.5,,2021,6,Monday,2,Wet (Jun-Sep),COVID Era,137.93467336683418,Unhealthy for Sensitive
Indonesia,Jakarta,2021-06-29,,,,,51.1,,2021,6,Tuesday,2,Wet (Jun-Sep),COVID Era,139.41206030150755,Unhealthy for Sensitive
Indonesia,Jakarta,2021-06-30,,,,,47.8,,2021,6,Wednesday,2,Wet (Jun-Sep),COVID Era,131.28643216080403,Unhealthy for Sensitive
Indonesia,Jakarta,2021-07-01,,,,,29.8,,2021,7,Thursday,3,Wet (Jun-Sep),COVID Era,88.22317596566525,Moderate
Indonesia,Jakarta,2021-07-02,,,,,51.8,,2021,7,Friday,3,Wet (Jun-Sep),COVID Era,141.1356783919598,Unhealthy for Sensitive
Indonesia,Jakarta,2021-07-03,,,,,66.9,,2021,7,Saturday,3,Wet (Jun-Sep),COVID Era,156.88619599578504,Unhealthy
Indonesia,Jakarta,2021-07-04,,,,,59.1,,2021,7,Sunday,3,Wet (Jun-Sep),COVID Era,152.85879873551107,Unhealthy
Indonesia,Jakarta,2021-07-05,,,,,41.1,,2021,7,Monday,3,Wet (Jun-Sep),COVID Era,114.7889447236181,Unhealthy for Sensitive
Indonesia,Jakarta,2021-07-06,,,,,57.0,,2021,7,Tuesday,3,Wet (Jun-Sep),COVID Era,151.77449947312962,Unhealthy
Indonesia,Jakarta,2021-07-07,,,,,62.7,,2021,7,Wednesday,3,Wet (Jun-Sep),COVID Era,154.71759747102212,Unhealthy
Indonesia,Jakarta,2021-07-08,,,,,55.1,,2021,7,Thursday,3,Wet (Jun-Sep),COVID Era,149.26130653266333,Unhealthy for Sensitive
Indonesia,Jakarta,2021-07-09,,,,,54.1,,2021,7,Friday,3,Wet (Jun-Sep),COVID Era,146.79899497487438,Unhealthy for Sensitive
Indonesia,Jakarta,2021-07-11,,,,,40.9,,2021,7,Sunday,3,Wet (Jun-Sep),COVID Era,114.2964824120603,Unhealthy for Sensitive
Indonesia,Jakarta,2021-07-12,,,,,85.0,,2021,7,Monday,3,Wet (Jun-Sep),COVID Era,166.231822971549,Unhealthy
Indonesia,Jakarta,2021-07-13,,,,,26.2,,2021,7,Tuesday,3,Wet (Jun-Sep),COVID Era,80.65236051502146,Moderate
Indonesia,Jakarta,2021-07-14,,,,,71.4,,2021,7,Wednesday,3,Wet (Jun-Sep),COVID Era,159.20969441517389,Unhealthy
Indonesia,Jakarta,2021-07-15,,,,,51.5,,2021,7,Thursday,3,Wet (Jun-Sep),COVID Era,140.39698492462313,Unhealthy for Sensitive
Indonesia,Jakarta,2021-07-16,,,,,50.4,,2021,7,Friday,3,Wet (Jun-Sep),COVID Era,137.68844221105527,Unhealthy for Sensitive
Indonesia,Jakarta,2021-07-17,,,,,47.8,,2021,7,Saturday,3,Wet (Jun-Sep),COVID Era,131.28643216080403,Unhealthy for Sensitive
Indonesia,Jakarta,2021-07-18,,,,,63.2,,2021,7,Sunday,3,Wet (Jun-Sep),COVID Era,154.97576396206534,Unhealthy
Indonesia,Jakarta,2021-07-19,,,,,48.1,,2021,7,Monday,3,Wet (Jun-Sep),COVID Era,132.0251256281407,Unhealthy for Sensitive
Indonesia,Jakarta,2021-07-20,,,,,30.9,,2021,7,Tuesday,3,Wet (Jun-Sep),COVID Era,90.53648068669528,Moderate
Indonesia,Jakarta,2021-07-21,,,,,44.5,,2021,7,Wednesday,3,Wet (Jun-Sep),COVID Era,123.1608040201005,Unhealthy for Sensitive
Indonesia,Jakarta,2021-07-22,,,,,34.6,,2021,7,Thursday,3,Wet (Jun-Sep),COVID Era,98.3175965665236,Moderate
Indonesia,Jakarta,2021-07-23,,,,,52.4,,2021,7,Friday,3,Wet (Jun-Sep),COVID Era,142.61306532663318,Unhealthy for Sensitive
Indonesia,Jakarta,2021-07-24,,,,,71.8,,2021,7,Saturday,3,Wet (Jun-Sep),COVID Era,159.41622760800843,Unhealthy
Indonesia,Jakarta,2021-08-02,,,,,41.9,,2021,8,Monday,3,Wet (Jun-Sep),COVID Era,116.75879396984925,Unhealthy for Sensitive
Indonesia,Jakarta,2021-08-03,,,,,27.6,,2021,8,Tuesday,3,Wet (Jun-Sep),COVID Era,83.59656652360516,Moderate
Indonesia,Jakarta,2021-08-05,,,,,30.4,,2021,8,Thursday,3,Wet (Jun-Sep),COVID Era,89.48497854077253,Moderate
Indonesia,Jakarta,2021-08-06,,,,,34.0,,2021,8,Friday,3,Wet (Jun-Sep),COVID Era,97.05579399141632,Moderate
Indonesia,Jakarta,2021-08-07,,,,,40.9,,2021,8,Saturday,3,Wet (Jun-Sep),COVID Era,114.2964824120603,Unhealthy for Sensitive
Indonesia,Jakarta,2021-08-08,,,,,22.4,,2021,8,Sunday,3,Wet (Jun-Sep),COVID Era,72.66094420600858,Moderate
Indonesia,Jakarta,2021-08-09,,,,,24.8,,2021,8,Monday,3,Wet (Jun-Sep),COVID Era,77.70815450643778,Moderate
Indonesia,Jakarta,2021-08-10,,,,,35.2,,2021,8,Tuesday,3,Wet (Jun-Sep),COVID Era,99.57939914163092,Moderate
Indonesia,Jakarta,2021-08-11,,,,,33.2,,2021,8,Wednesday,3,Wet (Jun-Sep),COVID Era,95.37339055793993,Moderate
Indonesia,Jakarta,2021-08-12,,,,,40.1,,2021,8,Thursday,3,Wet (Jun-Sep),COVID Era,112.32663316582915,Unhealthy for Sensitive
Indonesia,Jakarta,2021-08-13,,,,,50.3,,2021,8,Friday,3,Wet (Jun-Sep),COVID Era,137.44221105527637,Unhealthy for Sensitive
Indonesia,Jakarta,2021-08-14,,,,,34.4,,2021,8,Saturday,3,Wet (Jun-Sep),COVID Era,97.8969957081545,Moderate
Indonesia,Jakarta,2021-08-15,,,,,31.9,,2021,8,Sunday,3,Wet (Jun-Sep),COVID Era,92.63948497854076,Moderate
Indonesia,Jakarta,2021-08-16,,,,,44.5,,2021,8,Monday,3,Wet (Jun-Sep),COVID Era,123.1608040201005,Unhealthy for Sensitive
Indonesia,Jakarta,2021-08-17,,,,,44.0,,2021,8,Tuesday,3,Wet (Jun-Sep),COVID Era,121.92964824120602,Unhealthy for Sensitive
Indonesia,Jakarta,2021-08-18,,,,,50.8,,2021,8,Wednesday,3,Wet (Jun-Sep),COVID Era,138.67336683417085,Unhealthy for Sensitive
Indonesia,Jakarta,2021-08-19,,,,,41.1,,2021,8,Thursday,3,Wet (Jun-Sep),COVID Era,114.7889447236181,Unhealthy for Sensitive
Indonesia,Jakarta,2021-08-20,,,,,36.6,,2021,8,Friday,3,Wet (Jun-Sep),COVID Era,103.70854271356784,Unhealthy for Sensitive
Indonesia,Jakarta,2021-08-22,,,,,470.0,,2021,8,Sunday,3,Wet (Jun-Sep),COVID Era,475.79191676670666,Hazardous
Indonesia,Jakarta,2021-08-23,,,,,58.0,,2021,8,Monday,3,Wet (Jun-Sep),COVID Era,152.29083245521602,Unhealthy
Indonesia,Jakarta,2021-08-24,,,,,38.8,,2021,8,Tuesday,3,Wet (Jun-Sep),COVID Era,109.12562814070351,Unhealthy for Sensitive
Indonesia,Jakarta,2021-08-25,,,,,32.8,,2021,8,Wednesday,3,Wet (Jun-Sep),COVID Era,94.53218884120172,Moderate
Indonesia,Jakarta,2021-08-26,,,,,51.4,,2021,8,Thursday,3,Wet (Jun-Sep),COVID Era,140.15075376884423,Unhealthy for Sensitive
Indonesia,Jakarta,2021-08-27,,,,,45.3,,2021,8,Friday,3,Wet (Jun-Sep),COVID Era,125.13065326633165,Unhealthy for Sensitive
Indonesia,Jakarta,2021-08-28,,,,,64.4,,2021,8,Saturday,3,Wet (Jun-Sep),COVID Era,155.59536354056902,Unhealthy
Indonesia,Jakarta,2021-08-29,,,,,88.5,,2021,8,Sunday,3,Wet (Jun-Sep),COVID Era,168.03898840885142,Unhealthy
Indonesia,Jakarta,2021-08-30,,,,,45.9,,2021,8,Monday,3,Wet (Jun-Sep),COVID Era,126.60804020100502,Unhealthy for Sensitive
Indonesia,Jakarta,2021-08-31,,,,,42.6,,2021,8,Tuesday,3,Wet (Jun-Sep),COVID Era,118.48241206030151,Unhealthy for Sensitive
Indonesia,Jakarta,2021-09-01,,,,,44.3,,2021,9,Wednesday,3,Wet (Jun-Sep),COVID Era,122.66834170854271,Unhealthy for Sensitive
Indonesia,Jakarta,2021-09-02,,,,,44.1,,2021,9,Thursday,3,Wet (Jun-Sep),COVID Era,122.17587939698493,Unhealthy for Sensitive
Indonesia,Jakarta,2021-09-03,,,,,35.6,,2021,9,Friday,3,Wet (Jun-Sep),COVID Era,101.2462311557789,Unhealthy for Sensitive
Indonesia,Jakarta,2021-09-04,,,,,42.8,,2021,9,Saturday,3,Wet (Jun-Sep),COVID Era,118.97487437185929,Unhealthy for Sensitive
Indonesia,Jakarta,2021-09-05,,,,,48.7,,2021,9,Sunday,3,Wet (Jun-Sep),COVID Era,133.50251256281408,Unhealthy for Sensitive
Indonesia,Jakarta,2021-09-06,,,,,33.0,,2021,9,Monday,3,Wet (Jun-Sep),COVID Era,94.95278969957081,Moderate
Indonesia,Jakarta,2021-09-07,,,,,38.2,,2021,9,Tuesday,3,Wet (Jun-Sep),COVID Era,107.64824120603016,Unhealthy for Sensitive
Indonesia,Jakarta,2021-09-08,,,,,29.2,,2021,9,Wednesday,3,Wet (Jun-Sep),COVID Era,86.96137339055795,Moderate
Indonesia,Jakarta,2021-09-09,,,,,37.5,,2021,9,Thursday,3,Wet (Jun-Sep),COVID Era,105.92462311557789,Unhealthy for Sensitive
Indonesia,Jakarta,2021-09-10,,,,,47.5,,2021,9,Friday,3,Wet (Jun-Sep),COVID Era,130.54773869346735,Unhealthy for Sensitive
Indonesia,Jakarta,2021-09-11,,,,,36.9,,2021,9,Saturday,3,Wet (Jun-Sep),COVID Era,104.44723618090453,Unhealthy for Sensitive
Indonesia,Jakarta,2021-09-12,,,,,25.0,,2021,9,Sunday,3,Wet (Jun-Sep),COVID Era,78.12875536480686,Moderate
Indonesia,Jakarta,2021-09-13,,,,,28.5,,2021,9,Monday,3,Wet (Jun-Sep),COVID Era,85.4892703862661,Moderate
Indonesia,Jakarta,2021-09-14,,,,,26.5,,2021,9,Tuesday,3,Wet (Jun-Sep),COVID Era,81.28326180257511,Moderate
Indonesia,Jakarta,2021-09-15,,,,,25.1,,2021,9,Wednesday,3,Wet (Jun-Sep),COVID Era,78.33905579399142,Moderate
Indonesia,Jakarta,2021-09-16,,,,,30.0,,2021,9,Thursday,3,Wet (Jun-Sep),COVID Era,88.64377682403435,Moderate
Indonesia,Jakarta,2021-09-17,,,,,33.7,,2021,9,Friday,3,Wet (Jun-Sep),COVID Era,96.42489270386267,Moderate
Indonesia,Jakarta,2021-09-18,,,,,34.6,,2021,9,Saturday,3,Wet (Jun-Sep),COVID Era,98.3175965665236,Moderate
Indonesia,Jakarta,2021-09-19,,,,,31.4,,2021,9,Sunday,3,Wet (Jun-Sep),COVID Era,91.58798283261802,Moderate
Indonesia,Jakarta,2021-09-20,,,,,41.8,,2021,9,Monday,3,Wet (Jun-Sep),COVID Era,116.51256281407035,Unhealthy for Sensitive
Indonesia,Jakarta,2021-09-21,,,,,31.0,,2021,9,Tuesday,3,Wet (Jun-Sep),COVID Era,90.74678111587983,Moderate
Indonesia,Jakarta,2021-09-22,,,,,35.8,,2021,9,Wednesday,3,Wet (Jun-Sep),COVID Era,101.73869346733667,Unhealthy for Sensitive
Indonesia,Jakarta,2021-09-23,,,,,33.7,,2021,9,Thursday,3,Wet (Jun-Sep),COVID Era,96.42489270386267,Moderate
Indonesia,Jakarta,2021-09-24,,,,,30.0,,2021,9,Friday,3,Wet (Jun-Sep),COVID Era,88.64377682403435,Moderate
Indonesia,Jakarta,2021-09-25,,,,,33.3,,2021,9,Saturday,3,Wet (Jun-Sep),COVID Era,95.58369098712447,Moderate
Indonesia,Jakarta,2021-09-26,,,,,32.2,,2021,9,Sunday,3,Wet (Jun-Sep),COVID Era,93.27038626609442,Moderate
Indonesia,Jakarta,2021-09-27,,,,,29.5,,2021,9,Monday,3,Wet (Jun-Sep),COVID Era,87.5922746781116,Moderate
Indonesia,Jakarta,2021-09-28,,,,,40.5,,2021,9,Tuesday,3,Wet (Jun-Sep),COVID Era,113.31155778894473,Unhealthy for Sensitive
Indonesia,Jakarta,2021-09-29,,,,,42.1,,2021,9,Wednesday,3,Wet (Jun-Sep),COVID Era,117.25125628140704,Unhealthy for Sensitive
Indonesia,Jakarta,2021-09-30,,,,,44.4,,2021,9,Thursday,3,Wet (Jun-Sep),COVID Era,122.9145728643216,Unhealthy for Sensitive
Indonesia,Jakarta,2021-10-01,,,,,58.1,,2021,10,Friday,4,Transition (Oct-Nov),COVID Era,152.34246575342465,Unhealthy
Indonesia,Jakarta,2021-10-02,,,,,42.4,,2021,10,Saturday,4,Transition (Oct-Nov),COVID Era,117.98994974874371,Unhealthy for Sensitive
Indonesia,Jakarta,2021-10-03,,,,,45.3,,2021,10,Sunday,4,Transition (Oct-Nov),COVID Era,125.13065326633165,Unhealthy for Sensitive
Indonesia,Jakarta,2021-10-04,,,,,32.8,,2021,10,Monday,4,Transition (Oct-Nov),COVID Era,94.53218884120172,Moderate
Indonesia,Jakarta,2021-10-05,,,,,39.7,,2021,10,Tuesday,4,Transition (Oct-Nov),COVID Era,111.34170854271358,Unhealthy for Sensitive
Indonesia,Jakarta,2021-10-06,,,,,28.0,,2021,10,Wednesday,4,Transition (Oct-Nov),COVID Era,84.43776824034336,Moderate
Indonesia,Jakarta,2021-10-07,,,,,35.0,,2021,10,Thursday,4,Transition (Oct-Nov),COVID Era,99.1587982832618,Moderate
Indonesia,Jakarta,2021-10-08,,,,,32.8,,2021,10,Friday,4,Transition (Oct-Nov),COVID Era,94.53218884120172,Moderate
Indonesia,Jakarta,2021-10-09,,,,,42.4,,2021,10,Saturday,4,Transition (Oct-Nov),COVID Era,117.98994974874371,Unhealthy for Sensitive
Indonesia,Jakarta,2021-10-10,,,,,35.8,,2021,10,Sunday,4,Transition (Oct-Nov),COVID Era,101.73869346733667,Unhealthy for Sensitive
Indonesia,Jakarta,2021-10-11,,,,,35.1,,2021,10,Monday,4,Transition (Oct-Nov),COVID Era,99.36909871244636,Moderate
Indonesia,Jakarta,2021-10-12,,,,,38.3,,2021,10,Tuesday,4,Transition (Oct-Nov),COVID Era,107.89447236180904,Unhealthy for Sensitive
Indonesia,Jakarta,2021-10-13,,,,,51.3,,2021,10,Wednesday,4,Transition (Oct-Nov),COVID Era,139.90452261306532,Unhealthy for Sensitive
Indonesia,Jakarta,2021-10-14,,,,,60.8,,2021,10,Thursday,4,Transition (Oct-Nov),COVID Era,153.73656480505795,Unhealthy
Indonesia,Jakarta,2021-10-15,,,,,51.5,,2021,10,Friday,4,Transition (Oct-Nov),COVID Era,140.39698492462313,Unhealthy for Sensitive
Indonesia,Jakarta,2021-10-16,,,,,40.4,,2021,10,Saturday,4,Transition (Oct-Nov),COVID Era,113.06532663316582,Unhealthy for Sensitive
Indonesia,Jakarta,2021-10-17,,,,,20.5,,2021,10,Sunday,4,Transition (Oct-Nov),COVID Era,68.66523605150215,Moderate
Indonesia,Jakarta,2021-10-18,,,,,20.0,,2021,10,Monday,4,Transition (Oct-Nov),COVID Era,67.61373390557941,Moderate
Indonesia,Jakarta,2021-10-19,,,,,24.4,,2021,10,Tuesday,4,Transition (Oct-Nov),COVID Era,76.86695278969957,Moderate
Indonesia,Jakarta,2021-10-20,,,,,32.5,,2021,10,Wednesday,4,Transition (Oct-Nov),COVID Era,93.90128755364807,Moderate
Indonesia,Jakarta,2021-10-21,,,,,46.5,,2021,10,Thursday,4,Transition (Oct-Nov),COVID Era,128.0854271356784,Unhealthy for Sensitive
Indonesia,Jakarta,2021-10-22,,,,,41.0,,2021,10,Friday,4,Transition (Oct-Nov),COVID Era,114.5427135678392,Unhealthy for Sensitive
Indonesia,Jakarta,2021-10-23,,,,,45.0,,2021,10,Saturday,4,Transition (Oct-Nov),COVID Era,124.39195979899498,Unhealthy for Sensitive
Indonesia,Jakarta,2021-10-24,,,,,45.8,,2021,10,Sunday,4,Transition (Oct-Nov),COVID Era,126.36180904522612,Unhealthy for Sensitive
Indonesia,Jakarta,2021-10-25,,,,,36.9,,2021,10,Monday,4,Transition (Oct-Nov),COVID Era,104.44723618090453,Unhealthy for Sensitive
Indonesia,Jakarta,2021-10-26,,,,,171.0,,2021,10,Tuesday,4,Transition (Oct-Nov),COVID Era,221.3153153153153,Very Unhealthy
